(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_C (678 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_C (2) (678 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_C (1) (678 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (1) (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
		LampPost_J (174 verts)	-1	False	False	False	1	[Atlas (UnityEngine.Material)] 	
	Legacy Shaders/Diffuse (187653 verts): 
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Group_144 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_051 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Group_050 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_135 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		cornerterrace1c (1) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_036 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		build_1 (10) (5783 verts)	-1	True	False	True	1	[b1_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Group_096 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_111 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_114 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_020 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Group_038 (74 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] [New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_034 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Group_030 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_063 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		cornerterrace1cm (5) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_049 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_007 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Group_066 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_055 (74 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_044 (74 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] [New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_093 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_005 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Group_008 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Box01 (2) (1294 verts)	-1	True	False	True	1	[b2_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Group_037 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_120 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_045 (846 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x11 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_017 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Box02 (1538 verts)	-1	True	False	True	1	[b5_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x2 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_087 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_065 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		cornerterrace1cm (2) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Group_012 (74 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] [New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_015 (24 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_048 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_022 (74 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] [New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_070 (74 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_102 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_071 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_058 (204 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x0 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_075 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_021 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Group_026 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		Group_067 (18 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x0 times]
		Group_105 (25 verts)	-1	True	False	True	1	[New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] [New Material 2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x9 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_004 (4 verts)	-1	True	False	True	1	[New Material 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		cornerterrace1cm (4) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		build_1 (29) (5783 verts)	-1	True	False	True	1	[b1_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		cornerterrace1cm (3) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		build_1 (9) (5783 verts)	-1	True	False	True	1	[b1_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Group_069 (74 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Box01 (2) (1294 verts)	-1	True	False	True	1	[b2_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		fishing_boat (1388 verts)	-1	True	False	True	2	[fishing_boat (UnityEngine.Material)] [fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Group_061 (74 verts)	-1	True	False	True	1	[New Material (UnityEngine.Material)] [New Material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		build_1 (28) (5783 verts)	-1	True	False	True	1	[b1_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		cornerterrace1c (4) (1100 verts)	-1	True	False	True	1	[cornerterrace1c_material (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		fisher (448 verts)	-1	True	False	True	1	[fisher (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		PlantPot_D (52 verts)	-1	True	False	True	2	[Mud (UnityEngine.Material)] [Atlas (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Box01 (2) (1294 verts)	-1	True	False	True	1	[b2_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Option2 (506 verts)	-1	True	False	True	4	[Material3 (UnityEngine.Material)] [Material8 (UnityEngine.Material)] [Material18 (UnityEngine.Material)] [window02 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 29x18 times]
		Box01 (2) (1294 verts)	-1	True	False	True	1	[b2_mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Roundabout_B (374 verts)	-1	True	False	True	2	[Atlas (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
